Name,Country,Sector,Industry
DJCO,Daily Journal Corp. (S.C.) Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
DJT,Trump Media & Technology Group Corp. Common Stock,United States,Technology,Computer Software: Programming Data Processing
DJTWW,Trump Media & Technology Group Corp. Warrants,United States,Technology,Computer Software: Programming Data Processing
DKNG,DraftKings Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
DLHC,DLH Holdings Corp.,United States,Consumer Discretionary,Professional Services
DLO,DLocal Limited Class A Common Shares,Uruguay,Consumer Discretionary,Business Services
DLPN,Dolphin Entertainment Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
DLTH,Duluth Holdings Inc. Class B Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DLTR,Dollar Tree Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,Energy,Oil & Gas Production
DMRC,Digimarc Corporation Common Stock,United States,Technology,EDP Services
DNLI,Denali Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNTH,Dianthus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,Krispy Kreme Inc. Common Stock,United States,Consumer Staples,Food Chains
DOCU,DocuSign Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation Class A Common Stock,China,Consumer Discretionary,Miscellaneous manufacturing industries
DOMH,Dominari Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DOMO,Domo Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Canada,Consumer Discretionary,Industrial Specialties
DORM,Dorman Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
DOX,Amdocs Limited Ordinary Shares,Guernsey,Technology,EDP Services
DOYU,DouYu International Holdings Limited ADS,China,Technology,Computer Software: Programming Data Processing
DPRO,Draganfly Inc. Common Shares,Canada,Industrials,Aerospace
DRCT,Direct Digital Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Advertising
DRIO,DarioHealth Corp. Common Stock,Israel,Health Care,Medical/Dental Instruments
DRMA,Dermata Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRRX,DURECT Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRS,Leonardo DRS Inc. Common Stock,Israel,Industrials,Industrial Machinery/Components
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments
DRTSW,Alpha Tau Medical Ltd. Warrant,Israel,Health Care,Medical/Dental Instruments
DRUG,Bright Minds Biosciences Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,Driven Brands Holdings Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
DSGN,Design Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,Distribution Solutions Group Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
DSGX,Descartes Systems Group Inc. (The) Common Stock,Canada,Technology,Computer Software: Prepackaged Software
DSP,Viant Technology Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
DSWL,Deswell Industries Inc. Common Shares,Macau,Industrials,Plastic Products
DSY,Big Tree Cloud Holdings Limited Ordinary Shares,China,Consumer Discretionary,Containers/Packaging
DSYWW,Big Tree Cloud Holdings Limited Warrants,China,Consumer Discretionary,Containers/Packaging
DTCK,Davis Commodities Limited Ordinary Shares,Singapore,Industrials,Farming/Seeds/Milling
DTI,Drilling Tools International Corporation Common Stock,United States,Industrials,Metal Fabrications
DTIL,Precision BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTSQU,DT Cloud Star Acquisition Corporation Units,United States,,
DTSS,Datasea Inc. Common Stock,China,Technology,Computer Software: Prepackaged Software
DTST,Data Storage Corporation Common Stock,United States,Technology,EDP Services
DTSTW,Data Storage Corporation Warrant,United States,Technology,EDP Services
DUET,DUET Acquisition Corp. Class A Common Stock,Malaysia,Finance,Blank Checks
DUETU,DUET Acquisition Corp. Unit,Malaysia,Finance,Blank Checks
DUO,Fangdd Network Group Ltd. American Depositary Shares,China,Finance,Real Estate
DUOL,Duolingo Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DUOT,Duos Technologies Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DWSN,Dawson Geophysical Company Common Stock,United States,Energy,Oil & Gas Production
DXCM,DexCom Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
DXLG,Destination XL Group Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,DXP Enterprises Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
DXR,Daxor Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
DXYN,Dixie Group Inc. (The) Common Stock,United States,Consumer Discretionary,Home Furnishings
DYAI,Dyadic International Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares,United Kingdom,,
DYN,Dyne Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EA,Electronic Arts Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
EAST,Eastside Distilling Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
EBAY,eBay Inc. Common Stock,United States,Consumer Discretionary,Business Services
EBC,Eastern Bankshares Inc. Common Stock,United States,Finance,Savings Institutions
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States,Finance,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,China,Technology,Semiconductors
EBTC,Enterprise Bancorp Inc Common Stock,United States,Finance,Major Banks
ECBK,ECB Bancorp Inc. Common Stock,United States,Finance,Banks
ECDA,ECD Automotive Design Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
ECDAW,ECD Automotive Design Inc. Warrant ,United States,Consumer Discretionary,Auto Manufacturing
ECOR,electroCore Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,United States,Finance,Finance Companies
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,Technology,EDP Services
ECXWW,ECARX Holdings Inc. Warrants,China,Technology,EDP Services
EDAP,EDAP TMS S.A. American Depositary Shares,France,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,United States,Consumer Staples,Farming/Seeds/Milling
EDIT,Editas Medicine Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDRY,EuroDry Ltd. Common Shares ,Greece,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,Real Estate,Other Consumer Services
EDUC,Educational Development Corporation Common Stock,United States,Consumer Discretionary,Consumer Specialties
EEFT,Euronet Worldwide Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,Real Estate,Other Consumer Services
EFOI,Energy Focus Inc. Common Stock,United States,Consumer Discretionary,Building Products
EFSC,Enterprise Financial Services Corporation Common Stock,United States,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
EGAN,eGain Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,Finance,Major Banks
EGHT,8x8 Inc Common Stock,United States,Technology,EDP Services
EGIO,Edgio Inc. Common Stock,United States,Consumer Discretionary,Business Services
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EH,EHang Holdings Limited ADS,China,Industrials,Military/Government/Technical
EHGO,Eshallgo Inc. Class A Ordinary Shares,China,Consumer Discretionary,Diversified Commercial Services
EHTH,eHealth Inc. Common Stock,United States,Finance,Specialty Insurers
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ELAB,Elevai Labs Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,Miscellaneous,Industrial Machinery/Components
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELSE,Electro-Sensors Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELVA,Electrovaya Inc. Common Shares,Canada,,
ELVN,Enliven Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,Technology,EDP Services
ELYM,Eliem Therapeutics Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EM,Smart Share Global Limited American Depositary Shares,China,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,United States,Finance,Blank Checks
EMCGU,Embrace Change Acquisition Corp Unit,United States,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,United States,Finance,Blank Checks
EMKR,EMCORE Corporation Common Stock,United States,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
ENG,ENGlobal Corporation Common Stock,United States,Consumer Discretionary,Military/Government/Technical
ENGN,enGene Holdings Inc. Common Stock,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Holdings Inc. Warrants,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
ENPH,Enphase Energy Inc. Common Stock,United States,Technology,Semiconductors
ENSC,Ensysce Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,Industrials,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
EOLS,Evolus Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,Miscellaneous,Industrial Machinery/Components
EPIX,ESSA Pharma Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,China,Consumer Discretionary,Business Services
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
EPSN,Epsilon Energy Ltd. Common Share,United States,Energy,Oil & Gas Production
EQ,Equillium Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQIX,Equinix Inc. Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
ERAS,Erasca Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERIC,Ericsson American Depositary Shares,Sweden,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ERNA,Eterna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
